dataset,variable,storage_type,stata_variable_label,definition,nonmissing_count,missing_count,unique_nonmissing,value_label_mappings_in_dataset,manuscript_definition,manuscript_source,documentation_status
spatial_distance_weights.dta,w620600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w620700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w620800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w620900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w621000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w621100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w621200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w630100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w640100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w640200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w640300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w640400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w650100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w650200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_source.dta,id,int32,id,"City identifier or matrix row identifier, depending on dataset.",4544,0,284,,City identifier used for the 284-city spatial panel or matrix ordering.,,Documented in the manuscript; verify against construction code before release.
spatial_geo_economic_source.dta,year,int16,year,Calendar year (2009-2024 in the main panel).,4544,0,16,,Calendar year; the final balanced panel covers 2009-2024.,,Documented in the manuscript; verify against construction code before release.
spatial_geo_economic_source.dta,lon,float64,lon,Longitude used to calculate great-circle distance; coordinate reference system must be confirmed.,4544,0,284,,,,Not fully documented in the supplied manuscript.
spatial_geo_economic_source.dta,lat,float64,lat,Latitude used to calculate great-circle distance; coordinate reference system must be confirmed.,4544,0,284,,,,Not fully documented in the supplied manuscript.
spatial_geo_economic_source.dta,pgdp,int32,pgdp,"Per-capita GDP used in the geo-economic weight matrix; unit, price basis, and transformation must be documented.",4544,0,4427,,,,Not fully documented in the supplied manuscript.
spatial_geo_economic_weights.dta,w_geoeco110000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco120000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco130100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco130200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco130300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco130400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco130500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco130600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco130700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco130800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco130900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco131000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco131100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco140100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco140200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco140300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco140400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco140500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco140600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco140700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco140800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco140900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco141000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco141100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco150100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco150200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco150300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco150400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco150500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco150600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco150700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco150800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco150900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco210100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco210200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco210300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco210400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco210500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco210600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco210700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco210800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco210900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco211000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco211100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco211200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco211300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco211400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco220100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco220200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco220300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco220400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco220500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco220600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco220700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco220800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco230100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco230200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco230300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco230400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco230500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco230600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco230700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco230800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco230900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco231000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco231100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco231200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco310000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco320100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco320200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco320300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco320400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco320500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco320600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco320700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco320800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco320900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco321000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco321100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco321200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco321300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco330100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco330200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco330300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco330400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco330500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco330600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco330700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco330800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco330900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco331000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco331100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco340100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco340200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco340300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco340400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco340500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco340600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco340700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco340800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco341000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco341100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco341200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco341300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco341500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco341600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco341700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco341800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco350100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco350200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco350300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco350400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco350500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco350600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco350700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco350800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco350900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco360100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco360200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco360300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco360400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco360500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco360600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco360700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco360800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco360900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco361000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco361100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco370100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco370200,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco370300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco370400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco370500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco370600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco370700,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco370800,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco370900,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco371000,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco371100,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco371300,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco371400,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco371500,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_geo_economic_weights.dta,w_geoeco371600,float32,,Row-standardized geo-economic spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
